gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AverageMonthlySpend,Churn,predicted_churn,Churn_Probability,CLV,Priority_Score,Priority_Level,Recommendation_Reason,Retention_Action,Revenue_At_Risk
Female,0,Yes,No,44,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,61.5,2722.2,60.49333333333333,0,0,0.0998122399987199,2706.0,16.48,Low,Customer currently has low churn risk.,Regular Promotional Email,6.1384527599212735
Male,0,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.4,3058.3,71.12325581395349,0,0,0.2616789844324182,2914.8,28.54,Low,Customer currently has low churn risk.,Regular Promotional Email,18.160521519609826
Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1769.6,24.24109589041096,0,0,0.0148142154041228,1782.0,7.29,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,0.3666518312520393
Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,91.05,6293.75,87.41319444444444,0,0,0.0287149199668556,6464.55,24.69,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,2.6144934629822023
Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.65,1761.05,88.0525,1,1,0.7004737582183668,1703.35,55.01,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,62.797472424276584
Female,0,Yes,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.65,1642.75,68.44791666666667,0,1,0.6090749895767336,1693.95,48.58,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,44.85837298232643
Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,578.5,18.661290322580644,0,0,0.0497741535730958,582.0,5.53,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,0.9656185793180585
Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.2,954.9,26.525,0,0,0.1113777642494124,917.0,11.01,Low,Customer currently has low churn risk.,Regular Promotional Email,2.9180974233346046
Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,973.25,88.47727272727273,1,1,0.8750612971210053,987.0,64.72,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,86.36855002584323
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.85,43.85,21.925,0,1,0.716176279985784,43.85,50.29,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,31.404329877376632
Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.7,1490.4,64.8,0,1,0.6706129907426407,1533.4,52.32,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,46.74172545476206
Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,38.55,280.0,35.0,0,0,0.1083205964444109,269.85,8.53,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,4.17575899293204
Female,0,No,No,36,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,53.1,1901.25,51.38513513513514,0,0,0.0963772105668416,1911.6,13.45,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,5.1176298810992895
Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,716.4,20.468571428571423,0,0,0.1311094442528868,702.0999999999999,11.64,Low,Customer currently has low churn risk.,Regular Promotional Email,2.707410023822112
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),64.45,4720.0,64.65753424657534,0,0,0.0181120533700667,4640.400000000001,17.55,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,1.1673218397007987
Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,930.95,25.16081081081081,0,0,0.0416442125097821,903.6,6.09,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,1.0452697339955308
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.35,76.35,38.175,1,1,0.8638979324190935,76.35,60.74,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,65.95860714019778
Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,1676.95,69.87291666666667,1,1,0.779431388557382,1820.45,60.95,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,61.691994404316794
Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2642.05,80.06212121212121,1,1,0.8225313998585545,2720.0,67.12,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,69.91516898797714
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),95.15,6770.85,94.03958333333334,0,0,0.106254837402762,6755.650000000001,31.14,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,10.110147778872804
Female,1,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.35,1835.3,76.47083333333333,0,1,0.7063374034093647,1825.05,55.85,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,56.047872960533084
Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.65,1588.25,88.23611111111111,0,1,0.6461523520123128,1643.0500000000002,51.0,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,62.45062482199003
Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.5,75.5,37.75,0,1,0.8470615751021341,75.5,59.56,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,63.95314892021112
Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,258.35,19.87307692307693,0,0,0.06279814618245,236.4,5.23,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,1.237123479794265
Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1502.25,20.57876712328768,0,0,0.0137902384031793,1476.0,6.14,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,0.28269988726517564
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,19.2,9.6,0,0,0.4233687602590063,19.2,29.7,Low,Customer currently has low churn risk.,Regular Promotional Email,8.12868019697292
Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.35,6929.4,94.92328767123288,0,0,0.1890591226686944,7081.2,38.08,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,18.593964714466093
Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.35,4453.3,73.00491803278689,0,0,0.347171041675998,4461.0,39.95,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,25.81216694861045
Female,0,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),51.35,3244.4,52.32903225806452,0,0,0.0313564862954551,3132.35,13.19,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,1.6101555712716196
Female,0,Yes,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,323.45,46.207142857142856,0,0,0.4448482339821105,273.9,32.1,Low,Customer currently has low churn risk.,Regular Promotional Email,20.307321881283343
Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.3,2661.1,80.63939393939394,1,1,0.7548260874476034,2729.6,62.42,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,64.38666525928056
Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.55,2697.4,84.29375,1,1,0.6565863067172351,2683.05,55.38,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,56.82754484637669
Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.85,1424.5,71.225,1,1,0.6390247487856417,1403.15,49.66,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,47.19197769781964
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1401.15,19.19383561643836,0,0,0.01067884392291,1461.6,5.88,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,0.21678053163507302
Female,0,No,No,32,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.2,1739.6,52.71515151515151,0,1,0.5105231228047825,1734.4,41.82,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,27.670353256019215
Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,5931.0,89.86363636363636,0,1,0.6320820907264014,5892.25,64.92,High,Customer has high lifetime value and should be retained.,Premium Support + Free Service Upgrade,57.29824152434829
Female,0,Yes,Yes,45,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.9,2333.85,50.73586956521739,0,0,0.376392124818872,2290.5,34.38,Low,Customer currently has low churn risk.,Regular Promotional Email,19.158359153280585
Male,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.05,949.85,22.08953488372093,0,0,0.1373228149868288,1052.1,13.3,Low,Customer currently has low churn risk.,Regular Promotional Email,3.4399365154200616
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,572.45,63.60555555555556,0,1,0.8639229478183615,598.8,62.58,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,64.66463264420436
Male,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,696.8,21.11515151515152,0,0,0.0342132388122698,656.0,4.7,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,0.701371395651531
Female,1,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.55,1381.8,60.07826086956521,0,0,0.3326373727213311,1398.1,28.19,Low,Customer currently has low churn risk.,Regular Promotional Email,21.13910503644059
Male,1,Yes,No,57,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.85,2572.95,44.36120689655172,1,1,0.5685390526572794,2556.4500000000003,48.77,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,25.498976511678983
Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,47.95,47.95,23.975,0,1,0.63551566305215,47.95,44.65,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,30.472976043350595
Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.1,45.1,22.55,1,1,0.713275671811388,45.1,50.09,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,32.1687327986936
Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.0,45.0,22.5,0,1,0.7790850141990291,45.0,54.69,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,35.05882563895631
Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,2122.45,84.898,1,1,0.8009982985102141,2304.0,64.15,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,76.89583665698055
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,20.05,10.025,1,0,0.4207981482177411,20.05,29.53,Low,Customer currently has low churn risk.,Regular Promotional Email,8.43700287176571
Male,1,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,4931.8,89.66909090909091,0,1,0.6920133490879748,4862.7,65.5,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,62.315802085372134
Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,116.95,23.39,0,0,0.1883442228179973,101.2,13.54,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,4.765108837295331
Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),108.65,6937.95,105.12045454545456,1,0,0.0968248705310681,7062.25,31.56,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,10.520022183200549
Female,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.3,1261.7,22.135087719298248,0,0,0.0931574194351139,1360.8,11.3,Low,Customer currently has low churn risk.,Regular Promotional Email,2.263725292273268
Male,0,No,No,45,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.95,3273.8,71.16956521739131,0,0,0.4494737515036353,3417.75,43.46,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,34.1375314267011
Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1415.85,19.664583333333333,0,0,0.0107899662092871,1398.7,5.66,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,0.21256233432295585
Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),66.4,3958.2,65.97,0,0,0.0696767147862712,3917.6,18.62,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,4.626533861808408
Male,0,No,No,69,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),35.75,2492.25,35.60357142857143,0,0,0.1047926840143091,2466.75,15.99,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,3.7463384535115507
Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,279.2,13.96,0,0,0.1507576587470656,357.2,11.81,Low,Customer currently has low churn risk.,Regular Promotional Email,2.834243984444833
Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1083.0,19.339285714285715,0,0,0.017590412830946,1067.0,4.98,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,0.34125400892035235
Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,755.5,19.371794871794872,0,0,0.0797993322088432,733.4,8.16,Low,Customer currently has low churn risk.,Regular Promotional Email,1.5401271116306736
Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.55,402.6,36.6,1,1,0.6614155741532257,455.5,47.9,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,30.12747940267943
Female,1,Yes,No,47,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),67.45,3252.0,67.75,0,0,0.2282040899286842,3170.15,27.1,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,15.39236586568975
Female,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,68.75,22.916666666666668,1,1,0.857250580494594,70.2,60.25,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,30.08949537536025
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),46.2,46.2,23.1,1,1,0.622264294198791,46.2,43.72,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,28.748610391984148
