gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AverageMonthlySpend,Churn,predicted_churn,Churn_Probability,CLV,Priority_Score,Priority_Level,Recommendation_Reason,Retention_Action
Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),96.6,2684.35,92.56379310344828,0,1,0.5969391937857378,2704.7999999999997,51.28,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,3004.15,100.13833333333334,1,1,0.8392218966027523,2856.5,68.77,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount
Male,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),101.1,6994.8,98.51830985915493,0,0,0.05325209452724319,7077.0,28.56,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,273.25,19.517857142857142,0,0,0.1568635274090428,262.59999999999997,11.9,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,1,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,94.05,5483.9,91.39833333333333,0,0,0.2401239085155506,5548.95,36.28,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Male,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.25,1233.65,88.11785714285715,1,1,0.9024777291049979,1238.25,67.52,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9,65.9875,1,1,0.8160493082558234,520.8000000000001,58.95,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Female,0,Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,4985.9,79.14126984126983,0,0,0.03765667554531976,5022.0,20.26,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,No,No,21,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,60.25,1258.35,57.19772727272727,0,0,0.2058643775957506,1265.25,18.85,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.85,111.4,37.13333333333333,0,1,0.7426242009097198,121.7,52.41,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.95,43.95,21.975,0,1,0.6257183504069976,43.95,43.95,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.05,308.1,61.620000000000005,0,1,0.8555036697697078,344.2,61.09,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.25,383.65,19.1825,0,0,0.13491669545552823,384.75,10.79,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward
Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.15,2555.9,82.4483870967742,1,1,0.5820470373377606,2554.5,49.71,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract
Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.4,1284.2,18.88529411764706,0,0,0.018465269569038965,1299.8,5.85,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),102.65,7550.3,103.42876712328768,0,0,0.12890870969044718,7390.8,34.96,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9,1110.05,20.55648148148148,0,0,0.02467775410513079,1054.6999999999998,5.43,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.55,99.6,16.599999999999998,0,0,0.2682233708723301,97.75,19.12,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),95.5,6707.15,93.1548611111111,0,0,0.110234302759648,6780.5,31.51,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,Yes,Yes,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),84.15,4164.4,81.6549019607843,0,0,0.17813939552055616,4207.5,27.23,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward
Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,103.2,5873.75,103.04824561403508,0,0,0.27159180074937067,5779.2,39.29,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.2,109.25,36.41666666666666,0,1,0.5769142372963476,100.4,40.74,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.55,179.25,59.75,1,1,0.9370801813125909,177.1,66.22,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.75,1338.15,53.526,1,0,0.3411422593983866,1314.0,28.49,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,862.4,18.348936170212767,0,0,0.02377366103233343,917.6999999999999,4.88,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.25,8564.75,118.95486111111111,0,0,0.17224448438462303,8253.75,41.02,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Female,0,No,No,29,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,31.2,926.2,30.87333333333333,0,1,0.5028272962233504,904.8,38.37,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1718.2,24.545714285714286,0,0,0.01611217653607467,1687.05,7.05,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Male,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.2,5956.85,82.73402777777778,0,0,0.054084420206673686,5978.2,24.76,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.3,91.3,45.65,1,1,0.9573396432541589,91.3,67.33,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Male,1,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.65,4824.45,84.63947368421053,0,0,0.0560457793097515,4796.400000000001,20.75,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Male,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.2,1238.65,21.730701754385965,0,0,0.05119563698778976,1187.2,7.75,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5,39.75,1,1,0.9346993031836922,79.5,65.71,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.55,672.2,23.179310344827588,0,0,0.14040136720077676,715.4,12.34,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,382.2,19.11,0,0,0.19730717874417059,383.8,15.16,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,No,66,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,63.85,4264.6,63.650746268656725,0,0,0.2723415407899413,4214.1,33.85,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Female,0,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,61.95,1070.7,59.48333333333333,0,0,0.2201591684043478,1053.15,19.11,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1345.85,25.39339622641509,0,0,0.02613828841057589,1339.0,6.53,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,0,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,58.2,1045.25,52.2625,0,0,0.3311642648927908,1105.8,27.06,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.85,3003.55,81.17702702702704,0,0,0.11844874510637465,3090.6,19.14,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,467.55,58.44375,1,1,0.7797275935150514,490.69999999999993,56.3,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),104.9,7537.5,103.25342465753424,0,0,0.15438787563065187,7552.8,37.31,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.3,7482.1,110.03088235294118,1,0,0.33966974546699047,7457.099999999999,49.94,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Male,1,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.85,3343.15,95.51857142857143,0,1,0.6051352762050545,3394.8999999999996,54.27,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,93.5698275862069,1,1,0.5826349366931421,5429.25,59.83,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.25,587.1,73.3875,1,1,0.8442488298141726,603.75,61.22,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,100.8,50.4,1,1,0.9681501317221476,100.8,68.12,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,17.905555555555555,0,0,0.4173277772937586,156.4,29.76,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.0,7028.5,100.40714285714286,0,0,0.21243137172990398,7176.0,40.05,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.4,5232.9,102.60588235294117,0,0,0.44041818267817007,5220.0,49.15,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,225.85,20.53181818181818,0,0,0.16791183567166748,195.0,12.44,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,274.7,21.13076923076923,0,0,0.0879477705147543,303.0,7.22,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.3,1180.95,78.73,1,1,0.8080738588363359,1208.2,60.8,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount
Female,0,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,3370.2,47.46760563380281,0,0,0.04745168712264233,3489.5,15.57,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Female,1,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.95,7111.3,109.40461538461538,0,0,0.48509686432874305,6972.8,58.42,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,5958.85,88.93805970149255,0,0,0.031084644248968615,5933.400000000001,22.99,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.0,5999.85,83.33125000000001,0,0,0.032308460078854594,5822.0,22.69,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.95,1648.45,78.49761904761905,0,1,0.8156353419534513,1799.0,63.41,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount
Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.35,5753.25,78.81164383561644,0,0,0.04177168807073918,5713.2,22.97,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.05,4492.9,62.40138888888888,0,0,0.010128520571253753,4547.55,16.67,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,101.45384615384614,0,1,0.6816569690261781,3843.7000000000003,61.2,High,Customer has high monthly charges.,25% Discount
Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.95,2625.55,90.53620689655172,1,1,0.7829644003838169,2518.6,63.64,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount
Male,1,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,1233.4,68.52222222222223,1,1,0.746007648662551,1299.65,56.78,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract
Male,0,No,No,33,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,39.1,1309.0,38.5,0,0,0.406666305899017,1290.3,32.99,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,Yes,23,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,34.6,813.45,33.893750000000004,0,0,0.06146619838122207,795.8000000000001,7.09,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.55,1108.8,18.79322033898305,0,0,0.07118350561247583,1133.9,8.96,Low,Customer currently has low churn risk.,Regular Promotional Email
